eval_loss,eval_rouge1,eval_rouge2,eval_rougeL,eval_rougeLsum,eval_bleu,eval_runtime,eval_samples_per_second,eval_steps_per_second,name
44.53426742553711,0.5135074913481001,0.34059057447109525,0.4772591015726607,0.477615686200311,0.15933429970358434,70.6333,8.311,0.269,faviq_r_set
43.98524856567383,0.4378305849576022,0.211871953995077,0.39475812090062823,0.3948191510111868,0.1316030056690658,20.6251,5.236,0.194,claim_decomp
44.89711380004883,0.5199538360816434,0.3458999394502029,0.47466635566289733,0.4760593092266281,0.13931876476075983,54.1736,7.864,0.258,faviq_a_set
44.40503692626953,0.302984763023825,0.10710763948569729,0.26906827914969467,0.26869005354121644,0.0525028836975549,24.7875,5.85,0.202,fact_checking_briefs
